Country,Year,Life_Expectancy,Expected_Schooling,Mean_Schooling,GNI_Per_Capita,HDI
Ireland,2009,81.0,17.1,11.5,60460.4,0.92
Ireland,2010,81.5,17.3,11.6,62164.6,0.928
Ireland,2011,81.6,17.3,11.6,63865.7,0.929
Ireland,2012,81.8,17.3,11.7,65630.6,0.932
Ireland,2013,82.0,17.4,11.7,67443.1,0.936
Ireland,2014,82.3,17.5,11.8,69316.5,0.94
Ireland,2015,82.7,17.6,11.9,71250.3,0.946
Ireland,2016,82.7,17.5,11.9,73199.3,0.947
Ireland,2017,82.8,17.5,11.9,75000.0,0.949
Ireland,2018,83.1,17.6,11.9,75000.0,0.951
Ireland,2019,83.4,17.7,12.0,75000.0,0.955
Ireland,2020,83.5,17.7,12.0,75000.0,0.955
Ireland,2021,83.9,17.8,12.1,,0.959
Ireland,2022,83.8,17.7,12.0,75000.0,0.957
Austria,2003,82.5,15.0,11.7,56335.1,0.905
Austria,2004,82.6,15.1,11.8,57816.8,0.909
Austria,2005,82.5,15.1,11.8,59313.5,0.91
Austria,2006,82.9,15.3,11.9,60900.9,0.917
Austria,2007,,15.4,12.0,62501.2,0.921
Austria,2008,83.3,15.6,12.1,64154.7,0.926
Austria,2009,83.6,15.7,12.2,65853.6,0.931
Austria,2010,83.6,15.8,12.3,67578.2,0.934
Austria,2011,83.7,15.8,12.3,69341.6,0.936
Austria,2012,83.7,15.8,12.4,71157.4,0.939
Austria,2013,84.2,16.1,12.5,73066.3,0.948
Austria,2014,84.1,16.1,12.5,74962.5,0.948
Austria,2015,84.3,16.2,12.6,75000.0,0.951
Austria,2016,84.4,16.3,12.7,,0.953
Austria,2017,84.6,16.4,12.8,,0.956
Austria,2018,84.7,16.5,,75000.0,0.959
Austria,2019,84.8,16.5,12.9,75000.0,0.961
Austria,2020,84.9,16.6,13.0,,0.963
Austria,2021,85.0,16.8,13.1,75000.0,0.966
Austria,2022,85.0,16.8,13.1,75000.0,0.967
Argentina,2003,74.3,12.1,10.4,19787.6,0.77
Argentina,2004,74.6,12.3,10.5,20357.9,0.775
Argentina,2005,74.8,12.4,10.6,20931.0,0.78
Argentina,2006,74.9,,10.6,21513.8,0.783
Argentina,2007,75.1,12.5,10.7,22119.7,0.787
Argentina,2008,75.4,12.6,10.8,22748.3,0.792
Argentina,2009,75.6,12.7,10.9,23390.6,0.797
Argentina,2010,75.6,12.7,10.9,24026.3,0.798
Argentina,2011,75.9,12.9,11.0,24711.7,0.803
Argentina,2012,76.1,13.0,11.1,25409.4,0.808
Argentina,2013,76.3,13.1,11.2,26129.2,0.812
Argentina,2014,76.4,13.1,11.2,26851.0,0.815
Argentina,2015,76.6,13.2,11.3,27612.8,0.82
Argentina,2016,76.8,13.3,11.4,28390.2,0.824
Argentina,2017,77.0,13.4,11.4,29180.9,0.827
Argentina,2018,77.1,13.5,11.5,30001.1,0.831
Argentina,2019,77.4,13.6,11.6,30852.9,0.836
Argentina,2020,77.6,13.7,11.7,31717.9,0.84
Argentina,2021,77.8,13.8,11.7,32615.8,0.845
Argentina,2022,77.9,13.8,11.8,33516.9,0.847
Bulgaria,2003,72.3,12.2,9.1,23823.2,0.753
Bulgaria,2004,72.8,12.4,9.2,24707.5,0.76
Bulgaria,2005,73.0,12.5,9.3,25606.3,0.765
Bulgaria,2006,73.2,12.5,9.3,26528.9,0.768
Bulgaria,2007,73.5,12.6,9.4,27500.8,0.774
Bulgaria,2008,73.6,12.6,9.4,28485.7,0.777
Bulgaria,2009,74.1,12.8,9.6,29544.6,0.785
Bulgaria,2010,74.3,12.9,9.6,30608.4,0.788
Bulgaria,2011,74.5,12.9,9.7,31719.0,0.792
Bulgaria,2012,74.9,13.1,9.8,32889.2,
Bulgaria,2013,75.0,13.1,,34068.2,0.802
Bulgaria,2014,75.2,13.2,9.9,35301.3,0.806
Bulgaria,2015,75.5,13.2,9.9,36585.0,0.81
Bulgaria,2016,75.9,13.4,10.1,37938.6,0.818
Bulgaria,2017,76.0,13.4,10.1,39300.2,0.82
Bulgaria,2018,76.6,13.7,10.2,40761.2,0.829
Bulgaria,2019,76.5,13.6,10.2,,0.829
Bulgaria,2020,77.1,13.9,10.4,43780.1,0.839
Bulgaria,2021,77.2,13.9,10.4,45357.9,0.841
Bulgaria,2022,77.5,13.9,10.5,47005.5,0.846
Chile,2003,75.8,12.5,10.7,20333.0,0.786
Chile,2004,75.9,12.5,10.8,21077.1,0.789
Chile,2005,76.0,12.5,10.8,21851.4,0.792
Chile,2006,76.3,12.6,10.9,22670.2,0.797
Chile,2007,76.5,12.7,10.9,23508.7,0.801
Chile,2008,76.9,12.8,11.0,24401.4,0.807
Chile,2009,77.0,12.8,11.1,25295.8,0.81
Chile,2010,,13.0,11.2,26263.4,0.818
Chile,2011,77.9,13.2,11.3,27259.0,0.825
Chile,2012,78.0,13.2,11.4,28263.9,0.828
Chile,2013,78.1,13.3,11.4,29307.8,0.831
Chile,2014,78.5,13.4,11.5,30413.0,0.837
Chile,2015,78.9,13.5,11.6,31560.0,0.844
Chile,2016,79.1,13.6,11.7,32738.1,0.848
Chile,2017,79.1,13.6,11.7,33935.0,0.85
Chile,2018,79.5,13.8,11.8,35218.5,0.857
Chile,2019,79.7,13.8,11.9,36527.5,0.861
Chile,2020,80.1,14.0,11.9,37902.0,0.867
Chile,2021,80.3,14.0,12.0,39313.6,0.871
Chile,2022,80.3,14.0,12.0,,0.873
Croatia,2003,71.2,12.4,10.3,14232.7,0.74
Croatia,2004,71.3,12.4,10.4,14656.8,0.744
Croatia,2005,71.5,12.5,10.5,15101.9,0.748
Croatia,2006,71.8,12.7,10.6,15576.7,0.755
Croatia,2007,71.8,12.7,10.6,16024.9,0.756
Croatia,2008,72.3,13.0,10.8,16543.0,0.765
Croatia,2009,72.2,13.0,10.8,17018.4,0.766
Croatia,2010,72.3,13.0,10.8,17527.1,0.769
Croatia,2011,,13.1,10.9,18043.8,0.772
Croatia,2012,72.7,13.3,11.0,18602.4,0.778
Croatia,2013,72.7,13.3,11.0,19148.9,0.78
Croatia,2014,72.9,13.4,11.1,19732.0,0.785
Croatia,2015,73.3,13.6,11.3,20349.9,0.792
Croatia,2016,73.2,13.6,11.3,20934.7,0.792
Croatia,2017,73.5,13.7,11.4,21576.9,0.798
Croatia,2018,73.4,13.7,11.4,22207.0,0.799
Croatia,2019,73.7,,11.5,22881.8,0.804
Croatia,2020,74.0,14.0,11.6,23588.2,0.81
Croatia,2021,73.9,14.0,11.6,24273.2,0.811
Croatia,2022,74.3,14.2,11.7,25027.9,0.818
Greece,2003,72.3,14.0,10.5,23407.3,0.788
Greece,2004,72.7,14.1,10.6,23928.8,0.793
Greece,2005,73.0,14.3,10.7,24463.5,0.799
Greece,2006,73.1,14.3,10.7,24987.2,0.801
Greece,2007,73.4,,10.8,,0.806
Greece,2008,73.6,14.5,10.9,26093.7,0.81
Greece,2009,73.9,14.6,10.9,26669.2,0.814
Greece,2010,74.1,14.7,11.0,27248.1,0.818
Greece,2011,74.2,14.7,11.0,27826.8,0.82
Greece,2012,74.5,14.9,11.1,28444.5,0.825
Greece,2013,74.5,14.8,11.1,29043.0,0.826
Greece,2014,74.9,15.0,11.3,29691.3,0.831
Greece,2015,75.2,15.1,,30347.4,0.836
Greece,2016,75.3,15.2,11.4,31002.1,0.839
Greece,2017,75.6,15.3,11.5,31681.1,0.843
Greece,2018,75.7,15.3,11.5,32365.2,0.846
Greece,2019,76.1,15.5,11.6,33084.3,0.852
Greece,2020,76.2,15.5,11.7,33793.4,0.854
Greece,2021,76.4,15.6,11.7,34526.3,0.857
Greece,2022,76.7,15.7,11.8,35292.8,0.863
Hungary,2003,76.1,12.2,,16462.7,0.765
Hungary,2004,76.0,12.2,10.1,16737.5,0.766
Hungary,2005,,12.3,10.2,17046.3,0.77
Hungary,2006,76.3,12.4,10.3,17350.9,0.774
Hungary,2007,76.6,12.6,10.4,17682.4,0.78
Hungary,2008,76.6,12.7,10.5,17988.1,0.783
Hungary,2009,76.8,12.9,10.6,18320.5,
Hungary,2010,76.6,12.9,10.6,18625.2,0.788
Hungary,2011,76.9,13.1,10.8,18978.5,0.794
Hungary,2012,77.1,13.2,10.9,19326.5,0.799
Hungary,2013,77.1,13.3,10.9,19666.4,0.802
Hungary,2014,77.3,13.5,11.1,20030.5,0.807
Hungary,2015,77.3,13.5,11.1,20375.3,0.808
Hungary,2016,77.6,13.7,11.3,20761.8,0.815
Hungary,2017,77.8,13.9,11.4,21144.4,0.82
Hungary,2018,77.7,13.9,,21498.3,0.82
Hungary,2019,77.8,14.0,11.5,21884.8,0.824
Hungary,2020,78.1,14.2,11.7,22298.1,0.83
Hungary,2021,78.2,14.3,11.8,22700.8,0.834
Hungary,2022,78.1,14.3,11.8,23088.4,0.835
Iran,2003,72.2,12.2,9.3,17289.2,0.741
Iran,2004,72.5,12.3,9.4,17684.4,0.745
Iran,2005,72.6,12.3,9.4,18082.3,0.748
Iran,2006,72.9,12.5,9.5,18505.2,0.753
Iran,2007,73.0,12.5,9.6,18911.2,0.755
Iran,2008,73.1,12.5,9.6,19328.4,0.757
Iran,2009,73.5,12.7,9.7,19793.1,0.764
Iran,2010,73.4,12.6,9.7,20206.3,0.763
Iran,2011,73.7,12.8,9.8,20677.6,0.768
Iran,2012,73.9,12.8,9.8,21145.2,0.771
Iran,2013,73.7,12.7,9.8,21586.7,0.77
Iran,2014,74.1,12.9,9.9,22087.2,0.775
Iran,2015,74.1,12.9,9.9,22576.2,0.777
Iran,2016,74.3,13.0,9.9,23081.4,0.78
Iran,2017,74.5,13.1,10.0,23610.3,0.784
Iran,2018,74.6,13.1,10.0,24127.4,0.786
Iran,2019,74.7,13.1,10.1,,0.789
Iran,2020,74.9,13.2,10.1,25225.7,0.792
Iran,2021,75.0,13.2,10.2,25788.9,0.795
Iran,2022,75.1,13.2,10.2,26358.8,0.796
Kazakhstan,2003,,13.8,8.9,25253.0,0.787
Kazakhstan,2004,75.9,13.9,9.0,25775.6,0.791
Kazakhstan,2005,75.8,13.9,9.0,26282.4,0.792
Kazakhstan,2006,75.9,14.0,9.1,26826.5,0.796
Kazakhstan,2007,76.2,14.2,9.2,27386.3,0.801
Kazakhstan,2008,76.3,14.3,9.3,,0.805
Kazakhstan,2009,76.5,14.4,9.4,28530.4,0.809
Kazakhstan,2010,76.8,14.6,9.5,29131.8,0.814
Kazakhstan,2011,76.7,14.6,9.5,29710.0,0.815
Kazakhstan,2012,76.8,14.6,9.6,30316.2,0.818
Kazakhstan,2013,76.9,14.7,9.7,30935.4,0.821
Kazakhstan,2014,77.1,14.8,9.8,31579.7,0.826
Kazakhstan,2015,77.3,15.0,9.9,32237.8,0.831
Kazakhstan,2016,77.6,15.2,10.0,32920.5,0.837
Kazakhstan,2017,77.5,15.2,10.0,33575.5,0.838
Kazakhstan,2018,77.7,15.3,10.1,34275.1,0.842
Kazakhstan,2019,77.9,15.4,10.2,34979.1,0.846
Kazakhstan,2020,78.1,15.6,,35712.1,0.851
Kazakhstan,2021,78.4,15.7,10.4,36461.3,0.857
Kazakhstan,2022,78.2,15.7,10.4,37181.7,0.856
Malaysia,2003,76.0,12.9,10.2,21495.3,0.788
Malaysia,2004,76.3,13.0,10.3,21955.9,0.792
Malaysia,2005,76.5,13.1,10.4,22431.6,0.797
Malaysia,2006,76.8,13.3,10.5,22920.8,0.803
Malaysia,2007,77.1,13.4,10.6,23415.3,0.807
Malaysia,2008,77.4,13.6,10.7,23926.3,0.813
Malaysia,2009,77.7,13.7,10.8,24446.3,0.818
Malaysia,2010,78.0,13.9,11.0,24981.2,0.824
Malaysia,2011,78.1,13.9,11.0,25500.5,0.826
Malaysia,2012,78.5,14.1,11.1,26064.7,0.832
Malaysia,2013,78.7,14.1,11.2,26621.1,0.836
Malaysia,2014,78.9,14.3,11.3,27193.5,0.84
Malaysia,2015,79.2,14.4,11.4,27784.6,0.845
Malaysia,2016,79.6,14.6,11.6,28398.8,0.852
Malaysia,2017,79.9,14.7,11.7,29013.5,0.857
Malaysia,2018,80.1,14.8,11.8,29642.2,0.862
Malaysia,2019,80.3,14.9,11.9,30278.3,0.866
Malaysia,2020,80.6,15.1,12.0,30937.0,0.871
Malaysia,2021,81.0,15.2,12.1,31615.7,0.877
Malaysia,2022,81.0,15.3,12.1,32277.7,0.879
Mexico,2003,76.9,13.6,9.2,22512.6,0.788
Mexico,2004,77.3,13.7,9.2,23167.4,0.793
Mexico,2005,77.4,13.7,9.2,23810.5,0.795
Mexico,2006,77.7,13.8,9.3,24492.8,0.799
Mexico,2007,78.0,13.9,9.4,25194.1,0.804
Mexico,2008,78.2,13.9,9.4,25907.7,0.807
Mexico,2009,78.4,13.9,9.4,26639.7,0.81
Mexico,2010,78.7,14.0,9.5,27405.4,0.815
Mexico,2011,79.0,14.1,9.6,28195.2,0.82
Mexico,2012,79.1,14.1,9.6,28977.5,0.821
Mexico,2013,79.5,14.2,9.6,29815.2,0.826
Mexico,2014,79.6,14.2,9.7,30656.6,0.829
Mexico,2015,80.1,14.4,9.8,31549.4,0.835
Mexico,2016,80.1,14.3,9.7,32421.0,0.835
Mexico,2017,80.4,14.4,9.8,33355.1,0.84
Mexico,2018,80.8,14.5,9.9,34315.2,0.845
Mexico,2019,81.1,14.6,10.0,35305.0,0.851
Mexico,2020,81.2,14.6,10.0,36294.4,0.852
Mexico,2021,81.4,14.6,10.0,,0.855
Mexico,2022,81.9,14.8,10.1,38412.1,0.863
Panama,2003,72.8,14.5,9.6,19782.0,0.777
Panama,2004,73.0,14.7,9.7,20161.3,0.782
Panama,2005,73.1,14.7,9.8,20530.7,0.784
Panama,2006,73.3,14.8,9.8,20913.4,0.788
Panama,2007,73.7,15.0,9.9,21323.2,0.794
Panama,2008,74.0,15.1,10.1,21737.8,0.799
Panama,2009,74.1,15.1,10.1,22134.0,0.801
Panama,2010,74.6,15.4,10.3,22585.7,0.809
Panama,2011,74.8,15.5,10.4,23008.9,0.813
Panama,2012,75.0,15.6,10.4,23437.0,0.816
Panama,2013,75.2,15.7,10.5,23879.4,0.82
Panama,2014,75.4,15.8,10.6,24335.8,0.824
Panama,2015,75.8,,10.7,24807.9,0.83
Panama,2016,76.0,16.0,10.8,25278.5,0.834
Panama,2017,76.4,16.2,10.9,25772.9,0.84
Panama,2018,76.5,16.3,11.0,26251.8,0.843
Panama,2019,76.8,16.4,11.1,26761.5,0.848
Panama,2020,77.0,16.5,11.2,27267.0,0.852
Panama,2021,77.3,16.7,11.3,27790.5,0.857
Panama,2022,77.5,16.7,11.4,28316.0,0.861
Romania,2003,75.7,13.9,10.6,24417.3,0.808
Romania,2004,75.9,14.0,10.7,25170.9,0.812
Romania,2005,75.9,,10.7,25934.3,0.814
Romania,2006,76.2,14.2,10.8,26744.7,0.819
Romania,2007,76.1,14.1,10.8,27543.0,0.819
Romania,2008,76.5,14.3,10.9,28412.3,0.826
Romania,2009,76.4,14.2,10.9,29264.3,0.826
Romania,2010,76.4,14.2,10.9,30147.5,0.828
Romania,2011,76.7,14.4,11.0,31087.7,0.833
Romania,2012,76.7,14.4,11.0,32032.6,0.835
Romania,2013,77.0,14.5,11.1,33030.0,0.84
Romania,2014,77.0,14.5,11.1,34027.4,0.841
Romania,2015,77.1,14.5,11.1,35072.8,0.845
Romania,2016,77.1,14.5,11.1,36133.7,0.846
Romania,2017,77.4,14.7,11.2,37256.3,0.851
Romania,2018,77.3,14.6,11.2,,0.851
Romania,2019,77.5,14.7,11.3,39564.5,0.856
Romania,2020,77.9,14.9,11.4,,0.862
Romania,2021,78.0,14.9,11.4,42052.1,0.865
Romania,2022,78.1,15.0,11.4,43337.4,0.868
Seychelles,2003,75.9,12.2,,14598.0,0.755
Seychelles,2004,76.0,12.2,9.8,14880.5,0.756
Seychelles,2005,76.3,12.3,9.8,15199.3,0.76
Seychelles,2006,76.7,12.4,9.9,15531.7,0.765
Seychelles,2007,76.8,12.3,9.9,15831.7,
Seychelles,2008,77.2,12.4,10.0,16174.3,0.771
Seychelles,2009,77.4,12.5,10.0,16511.7,0.774
Seychelles,2010,77.8,12.5,10.1,16861.2,0.778
Seychelles,2011,78.0,12.6,10.1,17215.2,0.781
Seychelles,2012,78.3,12.6,10.1,17572.1,0.784
Seychelles,2013,78.7,12.8,,17951.4,0.789
Seychelles,2014,78.8,12.8,10.2,18316.7,0.791
Seychelles,2015,79.3,12.9,10.3,18723.1,0.798
Seychelles,2016,79.6,13.0,10.4,19113.3,0.801
Seychelles,2017,79.8,13.0,10.4,19504.4,0.803
Seychelles,2018,80.1,13.0,10.5,19915.6,0.807
Seychelles,2019,80.5,13.1,10.5,20342.1,0.812
Seychelles,2020,80.7,13.2,10.6,20759.5,0.814
Seychelles,2021,81.2,13.3,10.7,21222.8,0.821
Seychelles,2022,81.4,13.3,10.7,21654.7,0.823
Turkey,2003,76.4,13.9,10.5,18104.9,0.794
Turkey,2004,76.4,13.9,10.6,,0.798
Turkey,2005,76.7,14.2,10.8,19415.0,0.805
Turkey,2006,76.5,14.2,10.8,20073.3,0.807
Turkey,2007,76.9,14.4,11.0,20807.8,0.815
Turkey,2008,76.8,14.5,11.1,21527.8,0.818
Turkey,2009,76.9,14.6,11.2,22280.7,0.822
Turkey,2010,77.0,14.7,11.3,23070.7,0.827
Turkey,2011,77.1,14.9,11.4,23888.5,0.832
Turkey,2012,77.3,15.1,11.5,24741.0,0.838
Turkey,2013,,15.2,11.6,25617.0,0.843
Turkey,2014,77.4,15.3,11.7,26511.9,0.847
Turkey,2015,77.6,15.5,11.8,27455.3,0.853
Turkey,2016,77.9,15.7,12.0,28448.1,0.86
Turkey,2017,78.0,15.8,12.1,29449.5,0.865
Turkey,2018,78.0,15.9,12.2,30477.6,0.868
Turkey,2019,78.1,16.0,12.3,31551.5,0.872
Turkey,2020,78.2,16.2,12.4,32668.3,0.877
Turkey,2021,78.4,16.3,12.5,33828.6,0.883
Turkey,2022,78.3,16.4,12.6,,0.886
Uruguay,2003,71.2,12.0,9.1,19920.7,0.737
Uruguay,2004,71.6,,9.2,20662.2,0.744
Uruguay,2005,71.8,12.2,9.3,21414.4,0.749
Uruguay,2006,72.4,12.5,9.5,22236.7,0.759
Uruguay,2007,72.4,12.6,9.5,23031.1,0.762
Uruguay,2008,72.8,12.8,9.7,23895.4,0.77
Uruguay,2009,72.7,12.7,9.7,24737.7,0.771
Uruguay,2010,73.1,12.9,9.8,25657.0,0.777
Uruguay,2011,73.5,13.1,10.0,26612.7,0.785
Uruguay,2012,73.7,13.2,10.0,27583.1,0.789
Uruguay,2013,73.9,13.3,10.2,28599.0,0.795
Uruguay,2014,74.0,13.4,10.2,29630.7,0.798
Uruguay,2015,74.5,13.6,10.4,30745.2,0.807
Uruguay,2016,74.7,13.7,,31867.2,0.812
Uruguay,2017,74.9,13.8,10.5,33032.9,0.817
Uruguay,2018,75.0,,10.6,34234.4,0.821
Uruguay,2019,75.4,,10.7,35501.4,0.827
Uruguay,2020,75.6,14.2,10.8,36798.3,0.832
Uruguay,2021,75.7,14.2,10.9,38135.6,0.836
Uruguay,2022,76.1,14.4,11.0,39552.0,0.843
Venezuela,2003,76.1,,9.8,18375.6,0.776
Venezuela,2004,76.5,13.3,,18948.5,0.783
Venezuela,2005,76.4,13.3,9.9,19497.0,0.785
Venezuela,2006,,13.4,10.0,20086.8,0.79
Venezuela,2007,76.8,13.5,10.1,,0.793
Venezuela,2008,76.9,13.6,10.2,21303.9,0.798
Venezuela,2009,77.0,13.7,,21935.1,0.801
Venezuela,2010,77.0,13.7,10.3,22575.6,0.803
Venezuela,2011,77.4,13.9,10.4,23272.1,0.81
Venezuela,2012,77.4,13.9,10.4,23951.0,0.812
Venezuela,2013,77.4,13.9,10.5,24654.8,0.815
Venezuela,2014,77.6,14.1,10.6,25401.8,0.82
Venezuela,2015,78.0,14.3,10.7,26178.8,0.826
Venezuela,2016,78.0,14.3,,26952.6,0.829
Venezuela,2017,78.0,14.3,10.8,27744.2,0.832
Venezuela,2018,78.2,14.4,10.8,28571.8,0.835
Venezuela,2019,78.3,14.5,10.9,29424.3,0.839
Venezuela,2020,78.7,14.7,11.1,30325.9,0.846
Venezuela,2021,78.7,14.7,11.1,31212.7,0.848
Venezuela,2022,78.8,14.8,11.2,32144.0,0.852
Costa Rica,2003,74.5,14.2,9.0,14677.5,0.76
Costa Rica,2004,74.5,14.2,9.1,14987.6,0.762
Costa Rica,2005,,14.4,9.2,15322.2,0.767
Costa Rica,2006,74.9,14.5,9.3,15661.8,0.771
Costa Rica,2007,74.9,14.6,9.3,15991.8,0.774
Costa Rica,2008,75.1,14.7,9.4,16345.7,0.778
Costa Rica,2009,75.2,14.8,9.5,16702.4,0.782
Costa Rica,2010,75.3,14.9,,17068.7,0.786
Costa Rica,2011,75.4,15.0,9.7,17433.8,0.789
Costa Rica,2012,75.6,15.2,9.8,17825.1,0.794
Costa Rica,2013,75.4,15.1,9.8,18180.6,0.793
Costa Rica,2014,76.0,15.5,10.0,18626.8,0.804
Costa Rica,2015,75.8,15.4,10.0,18993.1,0.802
Costa Rica,2016,76.0,15.5,10.1,19419.0,0.808
Costa Rica,2017,76.0,15.6,10.1,19827.7,0.809
Costa Rica,2018,76.2,15.7,10.3,,0.815
Costa Rica,2019,76.3,15.8,10.3,20711.9,0.818
Costa Rica,2020,76.3,15.9,10.4,21152.9,0.821
Costa Rica,2021,76.6,16.1,10.5,,0.826
Costa Rica,2022,76.6,16.1,10.6,,0.828
Mauritius,2003,72.1,13.7,10.6,27171.2,0.793
Mauritius,2004,72.4,13.9,10.7,28051.3,0.799
Mauritius,2005,72.6,14.0,10.8,28951.5,0.804
Mauritius,2006,72.8,14.1,10.9,29880.7,0.808
Mauritius,2007,72.9,14.2,11.0,30833.5,0.812
Mauritius,2008,72.9,14.2,11.0,31804.6,0.815
Mauritius,2009,73.4,14.5,11.2,,0.823
Mauritius,2010,73.3,14.5,11.2,33878.7,0.824
Mauritius,2011,73.7,14.6,11.3,34980.5,0.831
Mauritius,2012,73.8,14.7,11.4,36092.0,0.834
Mauritius,2013,74.1,14.8,11.5,37257.0,0.839
Mauritius,2014,74.3,15.0,11.6,38456.2,0.845
Mauritius,2015,74.5,15.1,11.7,39689.8,0.849
Mauritius,2016,74.7,15.2,11.8,40964.0,0.854
Mauritius,2017,75.0,15.4,11.9,42289.9,0.86
Mauritius,2018,75.1,15.4,11.9,43634.5,0.863
Mauritius,2019,75.2,15.5,12.0,45027.2,0.867
Mauritius,2020,75.5,15.7,12.1,46483.9,0.873
Mauritius,2021,75.8,15.8,12.2,47977.1,0.878
Mauritius,2022,75.7,15.8,12.3,49491.8,0.88
Georgia,2003,75.7,13.8,10.5,19521.0,0.794
Georgia,2004,75.8,13.9,10.5,20209.7,0.798
Georgia,2005,76.0,14.1,10.6,20934.2,0.803
Georgia,2006,76.4,14.3,10.8,21700.9,0.811
Georgia,2007,76.2,14.2,10.8,22438.5,0.811
Georgia,2008,76.4,14.4,10.9,23246.9,0.817
Georgia,2009,76.5,14.5,11.0,24061.2,0.82
Georgia,2010,76.7,14.6,,24921.4,0.826
Georgia,2011,76.9,14.7,11.2,25812.7,0.831
Georgia,2012,76.9,14.8,11.2,26718.9,0.834
Georgia,2013,77.2,15.0,11.4,27684.1,0.841
Georgia,2014,77.4,15.1,11.5,28669.5,0.846
Georgia,2015,77.1,15.0,11.4,29647.3,0.845
Georgia,2016,77.4,15.2,11.6,30714.6,0.852
Georgia,2017,77.6,15.4,11.7,31811.0,0.857
Georgia,2018,77.8,15.5,11.8,32949.2,0.863
Georgia,2019,77.8,15.6,11.8,34100.9,0.865
Georgia,2020,78.0,15.7,11.9,35314.2,0.87
Georgia,2021,78.0,15.7,12.0,36554.5,0.873
Georgia,2022,78.1,15.8,12.0,37846.9,0.876
Albania,2003,73.5,,,22126.2,0.778
Albania,2004,73.7,13.6,9.9,22876.1,0.783
Albania,2005,73.9,13.7,10.0,23654.8,0.788
Albania,2006,74.2,13.8,10.1,24460.3,0.793
Albania,2007,74.4,13.9,10.2,25288.0,0.798
Albania,2008,74.7,,10.3,26155.9,0.804
Albania,2009,74.8,14.1,10.4,27034.4,0.807
Albania,2010,75.2,14.3,,,0.815
Albania,2011,75.4,14.4,10.6,28919.0,0.819
Albania,2012,75.6,14.5,10.7,29905.0,0.824
Albania,2013,76.0,14.7,10.8,,0.831
Albania,2014,76.4,14.9,10.9,32006.3,0.838
Albania,2015,76.6,15.0,11.0,33093.3,0.842
Albania,2016,76.6,15.0,11.1,34197.3,0.845
Albania,2017,77.0,15.1,11.2,35370.5,0.851
Albania,2018,77.4,15.3,11.3,36597.0,0.858
Albania,2019,77.5,15.4,11.4,37826.3,0.861
Albania,2020,77.8,15.5,11.5,39124.9,0.867
Albania,2021,78.2,15.7,11.6,40467.7,0.874
Albania,2022,78.3,15.7,11.7,41833.2,0.877
Sri Lanka,2003,72.2,13.4,10.3,14617.1,0.756
Sri Lanka,2004,72.2,13.5,10.4,15028.6,0.759
Sri Lanka,2005,72.3,13.6,10.5,15462.1,0.764
Sri Lanka,2006,72.5,13.8,10.6,15919.9,0.77
Sri Lanka,2007,72.7,13.9,10.8,16388.6,0.775
Sri Lanka,2008,72.9,14.1,10.9,16863.4,0.78
Sri Lanka,2009,73.1,14.3,11.0,17366.1,0.786
Sri Lanka,2010,73.2,14.4,11.1,17864.4,0.79
Sri Lanka,2011,73.3,14.5,11.2,18378.9,0.794
Sri Lanka,2012,73.5,14.6,11.3,18922.2,0.8
Sri Lanka,2013,73.7,14.8,11.5,19475.3,0.805
Sri Lanka,2014,73.6,14.9,11.5,20025.5,0.807
Sri Lanka,2015,74.0,15.1,11.7,20634.7,0.815
Sri Lanka,2016,,15.2,11.8,21222.1,0.818
Sri Lanka,2017,74.2,15.3,11.9,21841.7,0.823
Sri Lanka,2018,74.4,15.5,12.0,22489.5,0.83
Sri Lanka,2019,74.6,15.7,12.2,23145.5,0.834
Sri Lanka,2020,74.6,15.8,12.2,23806.3,0.837
Sri Lanka,2021,74.9,16.0,12.4,24516.3,0.844
Sri Lanka,2022,74.9,,12.5,25217.9,0.847
Ukraine,2003,73.6,13.7,8.8,22364.2,0.768
Ukraine,2004,73.8,13.8,8.8,22949.9,0.771
Ukraine,2005,74.0,13.8,8.8,23547.3,0.774
Ukraine,2006,74.2,,8.9,24167.0,0.778
Ukraine,2007,74.4,13.9,9.0,24804.2,
Ukraine,2008,74.6,14.0,9.0,25454.5,0.785
Ukraine,2009,74.9,14.1,9.1,26135.0,0.79
Ukraine,2010,75.3,14.2,9.2,26834.4,0.796
Ukraine,2011,75.2,,9.2,27511.7,0.796
Ukraine,2012,75.4,14.2,9.2,28227.1,0.798
Ukraine,2013,75.7,14.3,9.3,28982.5,0.804
Ukraine,2014,76.2,14.5,9.4,29771.3,0.811
Ukraine,2015,76.1,14.4,,30519.6,0.81
Ukraine,2016,76.5,14.6,9.5,,0.817
Ukraine,2017,76.8,14.7,9.5,32170.9,0.821
Ukraine,2018,76.7,14.6,9.5,32994.1,0.821
Ukraine,2019,77.1,14.8,9.6,33873.0,0.826
Ukraine,2020,77.4,14.9,9.7,34774.1,0.831
Ukraine,2021,77.4,14.9,9.7,35668.0,0.832
Ukraine,2022,77.7,14.9,9.7,36607.7,0.836
Brazil,2003,71.4,14.2,9.0,17843.0,0.754
Brazil,2004,71.7,14.3,9.0,18219.8,0.758
Brazil,2005,71.8,14.3,9.1,18589.8,0.761
Brazil,2006,72.1,14.4,9.1,18987.3,0.765
Brazil,2007,72.3,14.5,9.2,19382.9,0.769
Brazil,2008,72.4,14.5,9.2,19774.0,0.77
Brazil,2009,72.6,14.6,9.3,20186.2,0.774
Brazil,2010,72.9,14.7,9.4,20619.8,0.779
