Country,Year,Life_Expectancy,Expected_Schooling,Mean_Schooling,GNI_Per_Capita,HDI,Log_GNI
Switzerland,2021,82.3,17.4,13.0,66536.4,0.952,11.105504445313548
Switzerland,2022,82.5,17.4,13.1,68987.0,0.956,11.141673360031692
United Kingdom,2003,79.4,14.1,11.7,38994.7,0.864,10.571181018440992
United Kingdom,2004,79.5,14.2,11.8,39890.4,0.867,10.59389097242501
United Kingdom,2005,79.5,14.3,11.9,40806.3,0.871,10.61659176023669
United Kingdom,2006,79.8,14.6,12.0,41767.3,0.877,10.639869015708426
United Kingdom,2007,79.8,14.6,12.1,42721.4,0.88,10.662455244632682
United Kingdom,2008,79.8,14.7,12.2,43702.6,0.883,10.685162875881337
United Kingdom,2009,80.2,15.0,12.3,44740.0,0.89,10.70862323504412
United Kingdom,2010,80.2,15.1,12.4,45767.2,0.894,10.731322956333964
United Kingdom,2011,80.2,15.1,12.5,46812.6,0.896,10.75390767643887
United Kingdom,2012,80.4,15.3,12.6,47906.7,0.902,10.777010648356487
United Kingdom,2013,80.4,15.4,12.7,49010.8,0.905,10.799795960969718
United Kingdom,2014,80.5,15.5,12.8,50142.3,0.909,10.82262024221985
United Kingdom,2015,80.8,15.8,13.0,51328.4,0.916,10.845999484213277
United Kingdom,2016,81.1,16.0,13.1,52528.2,0.922,10.869105447227271
United Kingdom,2017,80.9,15.9,13.2,53712.7,0.922,10.89140475160436
United Kingdom,2018,81.2,16.2,13.3,54978.1,0.929,10.914690203100996
United Kingdom,2019,81.2,16.3,13.4,47906.7,0.932,10.777010648356487
United Kingdom,2020,81.3,16.4,13.5,57546.5,0.936,10.960348595619472
United Kingdom,2021,81.4,16.5,13.6,58879.9,0.941,10.98325505503175
United Kingdom,2022,81.5,16.7,13.7,60242.6,0.945,11.00613502223295
United States,2003,78.1,16.7,11.2,49312.8,0.888,10.805938961219915
United States,2004,78.3,16.7,11.2,50553.6,0.891,10.830789438530045
United States,2005,78.7,16.8,11.3,51833.8,0.896,10.855797725108221
United States,2006,79.0,16.9,11.3,53143.4,0.899,10.88074919920156
United States,2007,79.2,16.9,11.3,54475.8,0.902,10.9055118453406
United States,2008,79.5,17.0,11.4,55853.9,0.906,10.930494631960874
United States,2009,79.9,17.1,11.5,57275.5,0.911,10.955628237095901
United States,2010,80.1,17.1,11.5,58719.0,0.915,10.980518633170634
United States,2011,80.6,17.3,11.6,60220.5,0.921,11.005768104890661
United States,2012,80.9,17.3,11.6,61736.9,0.924,11.030637086235144
United States,2013,81.1,17.3,11.7,63289.1,0.927,11.055468397412278
United States,2014,81.2,17.3,11.7,64870.6,0.929,11.080149795432094
United States,2015,81.5,17.4,11.7,66511.4,0.933,11.105128640523176
United States,2016,81.8,17.4,11.8,68187.2,0.937,11.130012142932385
United States,2017,82.2,17.6,11.9,69922.7,0.942,11.155145625144495
United States,2018,82.2,17.5,11.8,71658.7,0.942,11.179669849471951
United States,2019,82.7,17.6,11.9,73492.3,0.949,11.204935917808255
United States,2020,83.0,17.7,12.0,75000.0,0.953,11.225243392518447
United States,2021,83.2,17.7,12.0,75000.0,0.954,11.225243392518447
United States,2022,83.8,17.9,12.1,75000.0,0.96,11.225243392518447
Singapore,2003,80.6,14.5,12.0,49585.5,0.889,10.81145373126405
Singapore,2004,80.6,14.5,12.0,50377.5,0.889,10.827299925809129
Singapore,2005,80.9,14.6,12.1,51212.7,0.894,10.843742827144059
Singapore,2006,80.9,14.6,12.1,52027.4,0.894,10.85952578186527
Singapore,2007,81.2,14.7,12.2,52892.0,0.899,10.876007377676714
Singapore,2008,81.5,14.9,12.3,53763.0,0.903,10.892340777211498
Singapore,2009,81.2,14.7,12.2,54599.7,0.901,10.907783667212406
Singapore,2010,81.6,14.9,12.3,55506.6,0.906,10.92425721158315
Singapore,2011,81.9,15.0,12.4,56425.0,0.911,10.940667601685737
Singapore,2012,82.0,15.0,12.5,57336.6,0.913,10.956694442248553
Singapore,2013,82.2,15.1,12.5,58276.7,0.916,10.972957635507635
Singapore,2014,82.3,15.1,12.5,59216.5,0.918,10.988955498254164
Singapore,2015,82.5,15.0,12.6,60188.5,0.922,11.005236583148045
Singapore,2016,82.6,15.3,12.6,61166.9,0.924,11.021361472515272
Singapore,2017,82.9,15.4,12.7,62176.9,0.929,11.037738827111005
Singapore,2018,83.0,15.4,12.7,63180.7,0.93,11.053754153750223
Singapore,2019,83.2,15.5,12.8,64211.1,0.933,11.069931371929316
Singapore,2020,83.3,15.5,12.8,65249.9,0.935,11.085979792616715
Singapore,2021,83.5,15.6,12.9,66312.5,0.938,11.102133695356338
Singapore,2022,83.6,15.6,12.9,67393.7,0.941,11.118306820721548
Australia,2003,78.0,16.4,12.3,49258.7,0.898,10.804841280745698
Australia,2004,78.4,16.6,12.4,50455.0,0.904,10.828837128898629
Australia,2005,78.5,16.6,12.5,51644.4,0.906,10.85213704659805
Australia,2006,78.6,16.6,12.5,52866.9,0.908,10.875532713124203
Australia,2007,79.2,16.9,12.6,54167.5,0.917,10.899836376580863
Australia,2008,79.3,16.8,12.7,55446.8,0.918,10.923179281464915
Australia,2009,79.5,16.9,12.7,56768.7,0.922,10.94674039648387
Australia,2010,79.9,17.1,12.8,58145.8,0.928,10.970708928339175
Australia,2011,80.2,17.1,12.9,59537.1,0.932,10.994354926631791
Australia,2012,80.5,17.3,13.0,60974.9,0.938,11.018217583066376
Australia,2013,80.8,17.4,13.1,62437.0,0.942,11.041913327350837
Australia,2014,81.0,17.4,13.1,63925.5,0.945,11.065473621794814
Australia,2015,81.2,17.5,13.2,65448.0,0.948,11.089011213193535
Australia,2016,81.6,17.6,13.3,67028.8,0.954,11.112877656760006
Australia,2017,81.9,17.7,13.3,68634.2,0.958,11.136546231757118
Australia,2018,82.2,17.8,13.4,70283.5,0.963,11.160292341857827
Australia,2019,82.3,17.8,13.5,71953.6,0.965,11.18377674581017
Australia,2020,82.6,17.9,13.5,73683.4,0.97,11.207532815358546
Australia,2021,83.0,18.0,13.6,75000.0,0.974,11.225243392518447
Australia,2022,83.3,18.0,13.7,75000.0,0.977,11.225243392518447
New Zealand,2003,80.2,16.7,12.6,37006.0,0.901,10.518835340641662
New Zealand,2004,80.3,16.8,12.7,37844.0,0.904,10.541227725824335
New Zealand,2005,80.5,17.0,12.8,38716.2,0.909,10.564013396078552
New Zealand,2006,80.7,17.1,12.9,39597.1,0.913,10.586511162237722
New Zealand,2007,80.9,17.2,13.0,40506.6,0.919,10.609220202780572
New Zealand,2008,80.9,17.3,13.1,41414.2,0.921,10.631379096173092
New Zealand,2009,81.1,17.4,13.2,42360.6,0.925,10.65397396392098
New Zealand,2010,81.2,17.5,13.2,43319.1,0.929,10.676348925275843
New Zealand,2011,81.4,17.7,13.4,44312.1,0.933,10.699013056435435
New Zealand,2012,81.6,17.8,13.5,45330.4,0.939,10.721733168074211
New Zealand,2013,81.8,18.0,13.6,46367.3,0.943,10.744349748388096
New Zealand,2014,81.8,18.0,13.6,47407.2,0.945,10.7665293948819
New Zealand,2015,82.1,18.0,13.5,48505.9,0.95,10.789440719011413
New Zealand,2016,82.3,18.0,13.9,49616.2,0.953,10.812072672289862
New Zealand,2017,82.3,18.0,14.0,50737.3,0.955,10.834416619281784
New Zealand,2018,82.6,18.0,14.1,51908.3,0.959,10.85723397929638
New Zealand,2019,82.5,18.0,14.2,53064.6,0.96,10.879265318242327
New Zealand,2020,82.6,18.0,14.2,54269.5,0.963,10.901717653821716
New Zealand,2021,82.7,18.0,14.3,55501.4,0.966,10.924163524641601
New Zealand,2022,83.2,18.0,14.5,56799.6,0.971,10.947284562430925
Ireland,2003,80.0,16.9,11.4,51363.4,0.904,10.846681135549709
Ireland,2005,80.2,17.0,11.4,54226.1,0.909,10.900917621335331
Ireland,2006,80.5,17.0,11.4,55727.5,0.912,10.928229020415088
Ireland,2007,80.7,17.1,11.5,57266.2,0.915,10.955465850820502
Ireland,2008,80.8,17.0,11.5,58835.5,0.917,10.982500693204742
Ireland,2009,81.0,17.1,11.5,60460.4,0.92,11.00974388425599
Ireland,2010,81.5,17.3,11.6,62164.6,0.928,11.037540984877475
Ireland,2011,81.6,17.3,11.6,63865.7,0.929,11.064537720036867
Ireland,2012,81.8,17.3,11.7,65630.6,0.932,11.091797329586576
Ireland,2013,82.0,17.4,11.7,67443.1,0.936,11.119039558404587
Ireland,2014,82.3,17.5,11.8,69316.5,0.94,11.146438252075917
Ireland,2015,82.7,17.6,11.9,71250.3,0.946,11.173954308648348
Ireland,2016,82.7,17.5,11.9,73199.3,0.947,11.200941137062149
Ireland,2017,82.8,17.5,11.9,75000.0,0.949,11.225243392518447
Ireland,2018,83.1,17.6,11.9,75000.0,0.951,11.225243392518447
Ireland,2019,83.4,17.7,12.0,75000.0,0.955,11.225243392518447
Ireland,2020,83.5,17.7,12.0,75000.0,0.955,11.225243392518447
Ireland,2021,83.9,17.8,12.1,66536.85,0.959,11.105511208506
Ireland,2022,83.8,17.7,12.0,75000.0,0.957,11.225243392518447
Austria,2003,82.5,15.0,11.7,56335.1,0.905,10.939073065692103
Austria,2004,82.6,15.1,11.8,57816.8,0.909,10.965034669867226
Austria,2005,82.5,15.1,11.8,59313.5,0.91,10.990592215062634
Austria,2006,82.9,15.3,11.9,60900.9,0.917,11.017003231913913
Austria,2007,84.1,15.4,12.0,62501.2,0.921,11.042941035540176
Austria,2008,83.3,15.6,12.1,64154.7,0.926,11.069052633143297
Austria,2009,83.6,15.7,12.2,65853.6,0.931,11.095189375380965
Austria,2010,83.6,15.8,12.3,67578.2,0.934,11.121040724814419
Austria,2011,83.7,15.8,12.3,69341.6,0.936,11.146800293677153
Austria,2012,83.7,15.8,12.4,71157.4,0.939,11.172649603731713
Austria,2013,84.2,16.1,12.5,73066.3,0.948,11.199122527127122
Austria,2014,84.1,16.1,12.5,74962.5,0.948,11.224743267476764
Austria,2015,84.3,16.2,12.6,75000.0,0.951,11.225243392518447
Austria,2016,84.4,16.3,12.7,69341.6,0.953,11.146800293677153
Austria,2017,84.6,16.4,12.8,69341.6,0.956,11.146800293677153
Austria,2018,84.7,16.5,12.4,75000.0,0.959,11.225243392518447
Austria,2019,84.8,16.5,12.9,75000.0,0.961,11.225243392518447
Austria,2020,84.9,16.6,13.0,69341.6,0.963,11.146800293677153
Austria,2021,85.0,16.8,13.1,75000.0,0.966,11.225243392518447
Austria,2022,85.0,16.8,13.1,75000.0,0.967,11.225243392518447
Argentina,2003,74.3,12.1,10.4,19787.6,0.77,9.892810757872013
Argentina,2004,74.6,12.3,10.5,20357.9,0.775,9.921224321926344
Argentina,2005,74.8,12.4,10.6,20931.0,0.78,9.948986592607346
Argentina,2006,74.9,13.1,10.6,21513.8,0.783,9.976449868676545
Argentina,2007,75.1,12.5,10.7,22119.7,0.787,10.00422389315732
Argentina,2008,75.4,12.6,10.8,22748.3,0.792,10.032245696312298
Argentina,2009,75.6,12.7,10.9,23390.6,0.797,10.060089511237248
Argentina,2010,75.6,12.7,10.9,24026.3,0.798,10.086904342676352
Argentina,2011,75.9,12.9,11.0,24711.7,0.803,10.115032094673644
Argentina,2012,76.1,13.0,11.1,25409.4,0.808,10.142874463284539
Argentina,2013,76.3,13.1,11.2,26129.2,0.812,10.170808741895955
Argentina,2014,76.4,13.1,11.2,26851.0,0.815,10.198058343191331
Argentina,2015,76.6,13.2,11.3,27612.8,0.82,10.226034712313988
Argentina,2016,76.8,13.3,11.4,28390.2,0.824,10.253799294176265
Argentina,2017,77.0,13.4,11.4,29180.9,0.827,10.28126966464432
Argentina,2018,77.1,13.5,11.5,30001.1,0.831,10.308989326638754
Argentina,2019,77.4,13.6,11.6,30852.9,0.836,10.336986028156996
Argentina,2020,77.6,13.7,11.7,31717.9,0.84,10.364636469269668
Argentina,2021,77.8,13.8,11.7,32615.8,0.845,10.392552112520514
Argentina,2022,77.9,13.8,11.8,33516.9,0.847,10.419805068219048
Bulgaria,2003,72.3,12.2,9.1,23823.2,0.753,10.07841517477637
Bulgaria,2004,72.8,12.4,9.2,24707.5,0.76,10.114862120250338
Bulgaria,2005,73.0,12.5,9.3,25606.3,0.765,10.150593693941554
Bulgaria,2006,73.2,12.5,9.3,26528.9,0.768,10.185989983776905
Bulgaria,2007,73.5,12.6,9.4,27500.8,0.774,10.221970374140621
Bulgaria,2008,73.6,12.6,9.4,28485.7,0.777,10.257157485949923
Bulgaria,2009,74.1,12.8,9.6,29544.6,0.785,10.293656265018301
Bulgaria,2010,74.3,12.9,9.6,30608.4,0.788,10.329029760073471
Bulgaria,2011,74.5,12.9,9.7,31719.0,0.792,10.364671149400635
Bulgaria,2013,75.0,13.1,9.8,34068.2,0.802,10.436119676855457
Bulgaria,2014,75.2,13.2,9.9,35301.3,0.806,10.471675069438751
Bulgaria,2015,75.5,13.2,9.9,36585.0,0.81,10.50739359931813
Bulgaria,2016,75.9,13.4,10.1,37938.6,0.818,10.543724342439166
Bulgaria,2017,76.0,13.4,10.1,39300.2,0.82,10.578984886902928
Bulgaria,2018,76.6,13.7,10.2,40761.2,0.829,10.615485927531362
Bulgaria,2019,76.5,13.6,10.2,32893.6,0.829,10.401033388954888
Bulgaria,2020,77.1,13.9,10.4,43780.1,0.839,10.686934655222258
Bulgaria,2021,77.2,13.9,10.4,45357.9,0.841,10.722339641033631
Bulgaria,2022,77.5,13.9,10.5,47005.5,0.846,10.758019895122336
Chile,2003,75.8,12.5,10.7,20333.0,0.786,9.920000460910341
Chile,2004,75.9,12.5,10.8,21077.1,0.789,9.955942422034024
Chile,2005,76.0,12.5,10.8,21851.4,0.792,9.99202027169768
Chile,2006,76.3,12.6,10.9,22670.2,0.797,10.028806565694683
Chile,2007,76.5,12.7,10.9,23508.7,0.801,10.06512584438637
Chile,2008,76.9,12.8,11.0,24401.4,0.807,10.102395786684474
Chile,2009,77.0,12.8,11.1,25295.8,0.81,10.138393653029636
Chile,2010,78.1,13.0,11.2,26263.4,0.818,10.1759316139616
Chile,2011,77.9,13.2,11.3,27259.0,0.825,10.21313902079189
Chile,2012,78.0,13.2,11.4,28263.9,0.828,10.249340650963093
Chile,2013,78.1,13.3,11.4,29307.8,0.831,10.285608971181233
Chile,2014,78.5,13.4,11.5,30413.0,0.837,10.322625427564935
Chile,2015,78.9,13.5,11.6,31560.0,0.844,10.35964577495981
Chile,2016,79.1,13.6,11.7,32738.1,0.848,10.396294816253976
Chile,2017,79.1,13.6,11.7,33935.0,0.85,10.43220220913786
Chile,2018,79.5,13.8,11.8,35218.5,0.857,10.469326791705422
Chile,2019,79.7,13.8,11.9,36527.5,0.861,10.50582068054624
Chile,2020,80.1,14.0,11.9,37902.0,0.867,10.542759160126755
Chile,2021,80.3,14.0,12.0,39313.6,0.871,10.579325793973435
Chile,2022,80.3,14.0,12.0,28263.9,0.873,10.249340650963093
Croatia,2003,71.2,12.4,10.3,14232.7,0.74,9.563297413071489
Croatia,2004,71.3,12.4,10.4,14656.8,0.744,9.592659670577035
Croatia,2005,71.5,12.5,10.5,15101.9,0.748,9.622575842701929
Croatia,2006,71.8,12.7,10.6,15576.7,0.755,9.653531486976993
Croatia,2007,71.8,12.7,10.6,16024.9,0.756,9.68189904151979
Croatia,2008,72.3,13.0,10.8,16543.0,0.765,9.713718330607016
Croatia,2009,72.2,13.0,10.8,17018.4,0.766,9.742050390657896
Croatia,2010,72.3,13.0,10.8,17527.1,0.769,9.77150353353987
Croatia,2011,72.7,13.1,10.9,18043.8,0.772,9.80055741445001
Croatia,2012,72.7,13.3,11.0,18602.4,0.778,9.831045883635412
Croatia,2013,72.7,13.3,11.0,19148.9,0.78,9.860000551705717
Croatia,2014,72.9,13.4,11.1,19732.0,0.785,9.88999696235363
Croatia,2015,73.3,13.6,11.3,20349.9,0.792,9.920831276853754
Croatia,2016,73.2,13.6,11.3,20934.7,0.792,9.949163348281305
Croatia,2017,73.5,13.7,11.4,21576.9,0.798,9.979378576964063
Croatia,2018,73.4,13.7,11.4,22207.0,0.799,10.008162833474259
Croatia,2019,73.7,13.3,11.5,22881.8,0.804,10.038097113727979
Croatia,2020,74.0,14.0,11.6,23588.2,0.81,10.068501865972019
Croatia,2021,73.9,14.0,11.6,24273.2,0.811,10.097128140049799
Croatia,2022,74.3,14.2,11.7,25027.9,0.818,10.12774648158526
Greece,2003,72.3,14.0,10.5,23407.3,0.788,10.060803218506543
Greece,2004,72.7,14.1,10.6,23928.8,0.793,10.082838033385128
Greece,2005,73.0,14.3,10.7,24463.5,0.799,10.104937489765081
Greece,2006,73.1,14.3,10.7,24987.2,0.801,10.12611897273358
Greece,2007,73.4,14.9,10.8,29043.0,0.806,10.276532769388181
Greece,2008,73.6,14.5,10.9,26093.7,0.81,10.169449184863765
Greece,2009,73.9,14.6,10.9,26669.2,0.814,10.191264620475694
Greece,2010,74.1,14.7,11.0,27248.1,0.818,10.212739072889864
Greece,2011,74.2,14.7,11.0,27826.8,0.82,10.23375486407839
Greece,2012,74.5,14.9,11.1,28444.5,0.825,10.255710099248573
Greece,2013,74.5,14.8,11.1,29043.0,0.826,10.276532769388181
Greece,2014,74.9,15.0,11.3,29691.3,0.831,10.298609352585697
Greece,2015,75.2,15.1,11.1,30347.4,0.836,10.320466125602183
Greece,2016,75.3,15.2,11.4,31002.1,0.839,10.341810223108386
Greece,2017,75.6,15.3,11.5,31681.1,0.843,10.363475567547782
Greece,2018,75.7,15.3,11.5,32365.2,0.846,10.384839050475426
Greece,2019,76.1,15.5,11.6,33084.3,0.852,10.406814128598032
Greece,2020,76.2,15.5,11.7,33793.4,0.854,10.42802079613198
Greece,2021,76.4,15.6,11.7,34526.3,0.857,10.449476631442607
Greece,2022,76.7,15.7,11.8,35292.8,0.863,10.471434256111827
Hungary,2003,76.1,12.2,10.9,16462.7,0.765,9.708852494800823
Hungary,2004,76.0,12.2,10.1,16737.5,0.766,9.725406989999428
Hungary,2005,77.19999999999999,12.3,10.2,17046.3,0.77,9.743688450364193
Hungary,2006,76.3,12.4,10.3,17350.9,0.774,9.761399657228484
Hungary,2007,76.6,12.6,10.4,17682.4,0.78,9.780325073585232
Hungary,2008,76.6,12.7,10.5,17988.1,0.783,9.797465707136876
Hungary,2010,76.6,12.9,10.6,18625.2,0.788,9.832270781445139
Hungary,2011,76.9,13.1,10.8,18978.5,0.794,9.851062038482358
Hungary,2012,77.1,13.2,10.9,19326.5,0.799,9.86923249010702
Hungary,2013,77.1,13.3,10.9,19666.4,0.802,9.886666874805785
Hungary,2014,77.3,13.5,11.1,20030.5,0.807,9.90501139090447
Hungary,2015,77.3,13.5,11.1,20375.3,0.808,9.922078661927047
Hungary,2016,77.6,13.7,11.3,20761.8,0.815,9.940870038723459
Hungary,2017,77.8,13.9,11.4,21144.4,0.82,9.959130374001514
Hungary,2018,77.7,13.9,10.9,21498.3,0.82,9.975729141222134
Hungary,2019,77.8,14.0,11.5,21884.8,0.824,9.993547610903777
Hungary,2020,78.1,14.2,11.7,22298.1,0.83,10.012256752024609
Hungary,2021,78.2,14.3,11.8,22700.8,0.834,10.030155445139249
Hungary,2022,78.1,14.3,11.8,23088.4,0.835,10.0470856058809
Iran,2003,72.2,12.2,9.3,17289.2,0.741,9.757837308086915
Iran,2004,72.5,12.3,9.4,17684.4,0.745,9.780438174007218
Iran,2005,72.6,12.3,9.4,18082.3,0.748,9.802688838244737
Iran,2006,72.9,12.5,9.5,18505.2,0.753,9.82580705265161
Iran,2007,73.0,12.5,9.6,18911.2,0.755,9.847509618126672
Iran,2008,73.1,12.5,9.6,19328.4,0.757,9.869330795884634
Iran,2009,73.5,12.7,9.7,19793.1,0.764,9.893088671099186
Iran,2010,73.4,12.6,9.7,20206.3,0.763,9.913749715952587
Iran,2011,73.7,12.8,9.8,20677.6,0.768,9.936806267728953
Iran,2012,73.9,12.8,9.8,21145.2,0.771,9.959168208362685
Iran,2013,73.7,12.7,9.8,21586.7,0.77,9.979832663285332
Iran,2014,74.1,12.9,9.9,22087.2,0.775,10.002753534192756
Iran,2015,74.1,12.9,9.9,22576.2,0.777,10.024651533018627
Iran,2016,74.3,13.0,9.9,23081.4,0.78,10.046782377361234
Iran,2017,74.5,13.1,10.0,23610.3,0.784,10.069438336479138
Iran,2018,74.6,13.1,10.0,24127.4,0.786,10.09110340312448
Iran,2019,74.7,13.1,10.1,21145.2,0.789,9.959168208362685
Iran,2020,74.9,13.2,10.1,25225.7,0.792,10.13561859508455
Iran,2021,75.0,13.2,10.2,25788.9,0.795,10.157699445774988
Iran,2022,75.1,13.2,10.2,26358.8,0.796,10.17955746405973
Kazakhstan,2003,76.9,13.8,8.9,25253.0,0.787,10.136700239527121
Kazakhstan,2004,75.9,13.9,9.0,25775.6,0.791,10.157183586984738
Kazakhstan,2005,75.8,13.9,9.0,26282.4,0.792,10.176654792629659
Kazakhstan,2006,75.9,14.0,9.1,26826.5,0.796,10.1971454839225
Kazakhstan,2007,76.2,14.2,9.2,27386.3,0.801,10.217798167334479
Kazakhstan,2008,76.3,14.3,9.3,30935.4,0.805,10.339656438219299
Kazakhstan,2009,76.5,14.4,9.4,28530.4,0.809,10.25872546443874
Kazakhstan,2010,76.8,14.6,9.5,29131.8,0.814,10.27958564001148
Kazakhstan,2011,76.7,14.6,9.5,29710.0,0.815,10.299238968456653
Kazakhstan,2012,76.8,14.6,9.6,30316.2,0.818,10.319437502086567
Kazakhstan,2013,76.9,14.7,9.7,30935.4,0.821,10.339656438219299
Kazakhstan,2014,77.1,14.8,9.8,31579.7,0.826,10.360269788081167
Kazakhstan,2015,77.3,15.0,9.9,32237.8,0.831,10.380894956078832
Kazakhstan,2016,77.6,15.2,10.0,32920.5,0.837,10.401850843011022
Kazakhstan,2017,77.5,15.2,10.0,33575.5,0.838,10.421551913313316
Kazakhstan,2018,77.7,15.3,10.1,34275.1,0.842,10.442174422004669
Kazakhstan,2019,77.9,15.4,10.2,34979.1,0.846,10.462506019253604
Kazakhstan,2020,78.1,15.6,9.6,35712.1,0.851,10.483244845916273
Kazakhstan,2021,78.4,15.7,10.4,36461.3,0.857,10.504006703109903
Kazakhstan,2022,78.2,15.7,10.4,37181.7,0.856,10.523571983737408
Malaysia,2003,76.0,12.9,10.2,21495.3,0.788,9.975589585567112
Malaysia,2004,76.3,13.0,10.3,21955.9,0.792,9.996791175095735
Malaysia,2005,76.5,13.1,10.4,22431.6,0.797,10.018225958006287
Malaysia,2006,76.8,13.3,10.5,22920.8,0.803,10.039800074233506
Malaysia,2007,77.1,13.4,10.6,23415.3,0.807,10.061144933835372
Malaysia,2008,77.4,13.6,10.7,23926.3,0.813,10.082733551313112
Malaysia,2009,77.7,13.7,10.8,24446.3,0.818,10.104234154208239
Malaysia,2010,78.0,13.9,11.0,24981.2,0.824,10.125878820956505
Malaysia,2011,78.1,13.9,11.0,25500.5,0.826,10.146453338797423
Malaysia,2012,78.5,14.1,11.1,26064.7,0.832,10.16833718744865
Malaysia,2013,78.7,14.1,11.2,26621.1,0.836,10.18945941340941
Malaysia,2014,78.9,14.3,11.3,27193.5,0.84,10.210733253137832
Malaysia,2015,79.2,14.4,11.4,27784.6,0.845,10.232237189353421
Malaysia,2016,79.6,14.6,11.6,28398.8,0.852,10.254102169735466
Malaysia,2017,79.9,14.7,11.7,29013.5,0.857,10.275516517890454
Malaysia,2018,80.1,14.8,11.8,29642.2,0.862,10.296954300677148
Malaysia,2019,80.3,14.9,11.9,30278.3,0.866,10.318186563306899
Malaysia,2020,80.6,15.1,12.0,30937.0,0.871,10.339708157564283
Malaysia,2021,81.0,15.2,12.1,31615.7,0.877,10.361409111636178
Malaysia,2022,81.0,15.3,12.1,32277.7,0.879,10.382131868296426
Mexico,2003,76.9,13.6,9.2,22512.6,0.788,10.021830431451026
Mexico,2004,77.3,13.7,9.2,23167.4,0.793,10.050501397060033
Mexico,2005,77.4,13.7,9.2,23810.5,0.795,10.077881938840429
Mexico,2006,77.7,13.8,9.3,24492.8,0.799,10.106134475791329
Mexico,2007,78.0,13.9,9.4,25194.1,0.804,10.134365119103387
Mexico,2008,78.2,13.9,9.4,25907.7,0.807,10.162295500800841
Mexico,2009,78.4,13.9,9.4,26639.7,0.81,10.190157863329656
Mexico,2010,78.7,14.0,9.5,27405.4,0.815,10.218495353250363
Mexico,2011,79.0,14.1,9.6,28195.2,0.82,10.24690702967241
Mexico,2012,79.1,14.1,9.6,28977.5,0.821,10.2742749457629
Mexico,2013,79.5,14.2,9.6,29815.2,0.826,10.302773609567577
Mexico,2014,79.6,14.2,9.7,30656.6,0.829,10.33060325260411
Mexico,2015,80.1,14.4,9.8,31549.4,0.835,10.35930985035588
Mexico,2016,80.1,14.3,9.7,32421.0,0.835,10.386561639971275
Mexico,2017,80.4,14.4,9.8,33355.1,0.84,10.414965963190388
Mexico,2018,80.8,14.5,9.9,34315.2,0.845,10.443343683680697
Mexico,2019,81.1,14.6,10.0,35305.0,0.851,10.471779875950448
Mexico,2020,81.2,14.6,10.0,36294.4,0.852,10.499418738379655
Mexico,2021,81.4,14.6,10.0,28977.5,0.855,10.2742749457629
Mexico,2022,81.9,14.8,10.1,38412.1,0.863,10.556127793107594
Panama,2003,72.8,14.5,9.6,19782.0,0.777,9.892527712299787
Panama,2004,73.0,14.7,9.7,20161.3,0.782,9.911520204233277
Panama,2005,73.1,14.7,9.8,20530.7,0.784,9.929676605875937
Panama,2006,73.3,14.8,9.8,20913.4,0.788,9.948145380830484
Panama,2007,73.7,15.0,9.9,21323.2,0.794,9.967550960825463
Panama,2008,74.0,15.1,10.1,21737.8,0.799,9.986807959602382
Panama,2009,74.1,15.1,10.1,22134.0,0.801,10.00487016682473
Panama,2010,74.6,15.4,10.3,22585.7,0.809,10.025072241630982
Panama,2011,74.8,15.5,10.4,23008.9,0.813,10.04363637658466
Panama,2012,75.0,15.6,10.4,23437.0,0.816,10.062071249151874
Panama,2013,75.2,15.7,10.5,23879.4,0.82,10.080771441562744
Panama,2014,75.4,15.8,10.6,24335.8,0.824,10.099703796187855
Panama,2015,75.8,15.6,10.7,24807.9,0.83,10.118917429814404
Panama,2016,76.0,16.0,10.8,25278.5,0.834,10.137709511057338
Panama,2017,76.4,16.2,10.9,25772.9,0.84,10.157078831269152
Panama,2018,76.5,16.3,11.0,26251.8,0.843,10.175489837097428
Panama,2019,76.8,16.4,11.1,26761.5,0.848,10.194719566482867
Panama,2020,77.0,16.5,11.2,27267.0,0.852,10.21343245878688
Panama,2021,77.3,16.7,11.3,27790.5,0.857,10.232449514658176
Panama,2022,77.5,16.7,11.4,28316.0,0.861,10.25118229489408
Romania,2003,75.7,13.9,10.6,24417.3,0.808,10.103047176441358
Romania,2004,75.9,14.0,10.7,25170.9,0.812,10.133443844343498
Romania,2005,75.9,14.5,10.7,25934.3,0.814,10.163321695867943
Romania,2006,76.2,14.2,10.8,26744.7,0.819,10.194091601852524
Romania,2007,76.1,14.1,10.8,27543.0,0.819,10.22350369881181
Romania,2008,76.5,14.3,10.9,28412.3,0.826,10.254577428980722
Romania,2009,76.4,14.2,10.9,29264.3,0.826,10.284123622081655
Romania,2010,76.4,14.2,10.9,30147.5,0.828,10.313857279977748
Romania,2011,76.7,14.4,11.0,31087.7,0.833,10.344567521544926
Romania,2012,76.7,14.4,11.0,32032.6,0.835,10.37450941320825
Romania,2013,77.0,14.5,11.1,33030.0,0.84,10.405171518384835
Romania,2014,77.0,14.5,11.1,34027.4,0.841,10.43492136140241
Romania,2015,77.1,14.5,11.1,35072.8,0.845,10.465181180266516
Romania,2016,77.1,14.5,11.1,36133.7,0.846,10.494981226869562
Romania,2017,77.4,14.7,11.2,37256.3,0.851,10.525576337024038
Romania,2018,77.3,14.6,11.2,31560.15,0.851,10.359650527800227
Romania,2019,77.5,14.7,11.3,39564.5,0.856,10.585687530531366
